timestamp,sys_cpu_percent,sys_mem_percent,proc_cpu_percent,proc_mem_mb
2026-09-07T21:21:13,55.0,75.0,1561.5,69.9
2026-09-07T21:21:15,55.3,75.8,1539.3,69.9
2026-09-07T21:21:17,54.7,75.3,1515.2,69.9
2026-09-07T21:21:20,55.4,75.4,1544.2,69.9
2026-09-07T21:21:22,55.5,75.5,1535.9,69.9
2026-09-07T21:21:24,55.4,75.1,1548.0,69.9
2026-09-07T21:21:26,54.3,75.1,1562.2,69.9
2026-09-07T21:21:29,55.0,76.0,1549.5,69.9
2026-09-07T21:21:31,54.4,75.9,1564.6,69.9
2026-09-07T21:21:33,55.0,76.3,1528.5,69.9
2026-09-07T21:21:35,55.9,76.5,1546.9,69.9
2026-09-07T21:21:37,53.6,76.4,1543.6,70.0
2026-09-07T21:21:40,54.1,76.4,1582.5,70.0
2026-09-07T21:21:42,55.4,76.2,1552.7,70.0
2026-09-07T21:21:44,54.4,75.9,1577.3,70.0
2026-09-07T21:21:46,54.1,75.6,1573.5,70.0
2026-09-07T21:21:48,54.9,75.5,1573.4,70.1
2026-09-07T21:21:51,54.9,75.5,1542.3,70.1
2026-09-07T21:21:53,54.9,75.6,1557.5,70.1
2026-09-07T21:21:55,55.1,75.7,1575.9,70.2
2026-09-07T21:21:57,53.8,75.7,1594.1,70.2
2026-09-07T21:22:00,55.4,76.0,1579.7,70.2
2026-09-07T21:22:02,55.7,76.0,1534.1,70.2
2026-09-07T21:22:04,53.9,76.0,1553.5,70.1
2026-09-07T21:22:06,54.8,76.1,1578.8,70.1
2026-09-07T21:22:08,54.8,76.4,1555.0,70.1
2026-09-07T21:22:11,55.7,76.4,1550.0,70.2
2026-09-07T21:22:13,56.5,76.5,1561.3,70.2
2026-09-07T21:22:15,55.6,76.4,1549.7,70.2
2026-09-07T21:22:17,56.5,76.3,1580.6,70.2
2026-09-07T21:22:20,55.7,76.2,1572.1,70.2
2026-09-07T21:22:22,54.6,76.0,1579.1,70.2
2026-09-07T21:22:24,55.8,75.9,1538.9,70.2
2026-09-07T21:22:26,54.9,76.3,1513.8,70.2
2026-09-07T21:22:28,58.1,77.0,1504.6,70.2
2026-09-07T21:22:30,56.1,77.4,1495.5,70.2
2026-09-07T21:22:33,52.5,77.4,1574.6,70.2
2026-09-07T21:22:35,53.7,77.2,1542.9,70.2
2026-09-07T21:22:37,54.2,77.0,1500.6,70.2
2026-09-07T21:22:39,53.6,76.9,1559.3,70.2
2026-09-07T21:22:41,53.5,76.8,1582.9,70.2
2026-09-07T21:22:43,54.4,76.3,1572.3,70.2
2026-09-07T21:22:45,53.1,76.3,1562.9,70.2
2026-09-07T21:22:47,53.5,76.3,1580.5,70.9
2026-09-07T21:22:49,53.8,76.3,1584.4,72.4
2026-09-07T21:22:51,53.4,76.3,1577.0,74.0
2026-09-07T21:22:53,53.5,76.3,1548.3,74.2
2026-09-07T21:22:55,54.0,76.2,1550.5,74.2
2026-09-07T21:22:57,53.4,76.2,1579.9,74.2
2026-09-07T21:22:59,53.9,76.2,1592.9,74.3
2026-09-07T21:23:01,53.4,76.2,1587.3,74.3
2026-09-07T21:23:03,53.5,76.2,1579.1,74.3
2026-09-07T21:23:05,53.2,76.2,1589.7,74.3
2026-09-07T21:23:07,54.0,76.2,1570.1,74.3
2026-09-07T21:23:09,54.1,76.2,1563.3,74.3
2026-09-07T21:23:11,53.4,76.1,1577.3,74.3
2026-09-07T21:23:13,52.9,76.1,1585.7,74.3
2026-09-07T21:23:15,53.3,76.1,1582.7,74.3
2026-09-07T21:23:17,53.9,76.1,1581.2,74.3
2026-09-07T21:23:19,53.3,76.1,1571.5,74.3
2026-09-07T21:23:21,53.2,76.1,1587.4,74.3
2026-09-07T21:23:23,54.1,76.1,1573.8,74.3
2026-09-07T21:23:25,53.2,76.0,1590.5,74.3
2026-09-07T21:23:27,53.2,76.0,1575.7,74.3
2026-09-07T21:23:29,53.7,76.0,1563.2,74.3
2026-09-07T21:23:31,53.6,76.0,1578.6,74.3
2026-09-07T21:23:33,53.1,75.8,1576.9,74.3
2026-09-07T21:23:35,53.4,75.8,1585.4,74.3
2026-09-07T21:23:37,53.3,75.8,1579.5,74.3
2026-09-07T21:23:39,53.3,75.9,1585.7,74.3
2026-09-07T21:23:41,53.4,75.8,1553.3,74.3
2026-09-07T21:23:43,53.4,75.9,1581.7,74.3
2026-09-07T21:23:45,53.9,75.9,1585.5,74.3
2026-09-07T21:23:47,53.6,75.8,1581.9,74.3
2026-09-07T21:23:49,53.0,75.8,1598.2,74.4
